2025-09-03 08:00 | 34.9 | 40 | 1010
2025-09-03 08:01 | 26.1 | 55 | 1010
2025-09-03 08:02 | 27.9 | 47 | 1008
2025-09-03 08:03 | 33.7 | 65 | 1010
2025-09-03 08:04 | 31.9 | 48 | 1011
2025-09-03 08:05 | 34.7 | 65 | 1013
2025-09-03 08:06 | 28.8 | 52 | 1011
2025-09-03 08:07 | 26.4 | 62 | 1008
2025-09-03 08:08 | 26.0 | 61 | 1009
2025-09-03 08:09 | 34.1 | 67 | 1015
2025-09-03 08:10 | 29.5 | 67 | 1010
2025-09-03 08:11 | 32.6 | 68 | 1009
2025-09-03 08:12 | 32.0 | 65 | 1011
2025-09-03 08:13 | 30.5 | 46 | 1009
2025-09-03 08:14 | 31.2 | 70 | 1008
2025-09-03 08:15 | 28.4 | 40 | 1013
2025-09-03 08:16 | 30.9 | 40 | 1008
2025-09-03 08:17 | 34.1 | 45 | 1013
2025-09-03 08:18 | 34.2 | 64 | 1011
2025-09-03 08:19 | 26.9 | 70 | 1012
2025-09-03 08:20 | 28.6 | 61 | 1013
2025-09-03 08:21 | 29.9 | 50 | 1011
2025-09-03 08:22 | 31.4 | 57 | 1011
2025-09-03 08:23 | 33.0 | 47 | 1012
2025-09-03 08:24 | 27.6 | 70 | 1011
2025-09-03 08:25 | 32.0 | 51 | 1015
2025-09-03 08:26 | 34.0 | 60 | 1008
2025-09-03 08:27 | 34.7 | 44 | 1013
2025-09-03 08:28 | 28.5 | 68 | 1015
2025-09-03 08:29 | 28.0 | 44 | 1012
2025-09-03 08:30 | 25.5 | 61 | 1015
2025-09-03 08:31 | 25.6 | 66 | 1009
2025-09-03 08:32 | 33.6 | 52 | 1008
2025-09-03 08:33 | 32.0 | 55 | 1011
2025-09-03 08:34 | 26.9 | 64 | 1008
2025-09-03 08:35 | 28.8 | 40 | 1012
2025-09-03 08:36 | 27.5 | 40 | 1012
2025-09-03 08:37 | 26.4 | 48 | 1009
2025-09-03 08:38 | 32.6 | 46 | 1015
2025-09-03 08:39 | 35.0 | 52 | 1012
2025-09-03 08:40 | 32.8 | 43 | 1008
2025-09-03 08:41 | 29.2 | 64 | 1012
2025-09-03 08:42 | 27.1 | 55 | 1015
2025-09-03 08:43 | 25.0 | 44 | 1008
2025-09-03 08:44 | 33.2 | 46 | 1015
2025-09-03 08:45 | 29.4 | 41 | 1015
2025-09-03 08:46 | 27.3 | 51 | 1009
2025-09-03 08:47 | 30.8 | 55 | 1015
2025-09-03 08:48 | 25.8 | 46 | 1009
2025-09-03 08:49 | 31.1 | 60 | 1012
2025-09-03 08:50 | 32.7 | 49 | 1013
2025-09-03 08:51 | 31.9 | 41 | 1008
2025-09-03 08:52 | 33.4 | 44 | 1008
2025-09-03 08:53 | 26.3 | 54 | 1008
2025-09-03 08:54 | 35.0 | 62 | 1011
2025-09-03 08:55 | 29.5 | 63 | 1014
2025-09-03 08:56 | 30.2 | 64 | 1012
2025-09-03 08:57 | 34.3 | 44 | 1014
2025-09-03 08:58 | 32.0 | 63 | 1013
2025-09-03 08:59 | 29.5 | 65 | 1011
2025-09-03 09:00 | 30.4 | 62 | 1010
2025-09-03 09:01 | 33.4 | 44 | 1008
2025-09-03 09:02 | 34.4 | 54 | 1009
2025-09-03 09:03 | 34.5 | 61 | 1010
2025-09-03 09:04 | 25.7 | 59 | 1010
2025-09-03 09:05 | 34.5 | 70 | 1012
2025-09-03 09:06 | 30.5 | 49 | 1014
2025-09-03 09:07 | 26.7 | 44 | 1008
2025-09-03 09:08 | 32.0 | 68 | 1009
2025-09-03 09:09 | 30.2 | 54 | 1011
2025-09-03 09:10 | 29.9 | 44 | 1015
2025-09-03 09:11 | 28.0 | 52 | 1008
2025-09-03 09:12 | 30.0 | 40 | 1011
2025-09-03 09:13 | 30.0 | 59 | 1014
2025-09-03 09:14 | 28.7 | 56 | 1012
2025-09-03 09:15 | 34.6 | 59 | 1011
2025-09-03 09:16 | 26.8 | 58 | 1015
2025-09-03 09:17 | 26.4 | 48 | 1015
2025-09-03 09:18 | 33.8 | 60 | 1014
2025-09-03 09:19 | 27.5 | 59 | 1014
2025-09-03 09:20 | 34.3 | 46 | 1010
2025-09-03 09:21 | 29.7 | 69 | 1010
2025-09-03 09:22 | 31.5 | 63 | 1015
2025-09-03 09:23 | 28.2 | 50 | 1015
2025-09-03 09:24 | 25.1 | 64 | 1009
2025-09-03 09:25 | 33.4 | 45 | 1011
2025-09-03 09:26 | 27.8 | 50 | 1011
2025-09-03 09:27 | 32.3 | 51 | 1013
2025-09-03 09:28 | 29.4 | 65 | 1010
2025-09-03 09:29 | 30.6 | 45 | 1013
2025-09-03 09:30 | 27.9 | 63 | 1014
2025-09-03 09:31 | 30.3 | 46 | 1013
2025-09-03 09:32 | 31.6 | 65 | 1008
2025-09-03 09:33 | 32.9 | 64 | 1012
2025-09-03 09:34 | 28.4 | 47 | 1010
2025-09-03 09:35 | 33.4 | 64 | 1015
2025-09-03 09:36 | 26.0 | 51 | 1011
2025-09-03 09:37 | 32.5 | 67 | 1015
2025-09-03 09:38 | 30.9 | 49 | 1015
2025-09-03 09:39 | 33.8 | 64 | 1009
2025-09-03 09:40 | 31.9 | 53 | 1015
2025-09-03 09:41 | 27.5 | 61 | 1009
2025-09-03 09:42 | 25.4 | 69 | 1014
2025-09-03 09:43 | 31.6 | 49 | 1012
2025-09-03 09:44 | 31.2 | 45 | 1011
2025-09-03 09:45 | 25.8 | 57 | 1013
2025-09-03 09:46 | 34.7 | 60 | 1013
2025-09-03 09:47 | 28.1 | 62 | 1014
2025-09-03 09:48 | 29.5 | 58 | 1014
2025-09-03 09:49 | 25.3 | 70 | 1015
2025-09-03 09:50 | 34.7 | 52 | 1015
2025-09-03 09:51 | 33.2 | 50 | 1015
2025-09-03 09:52 | 30.6 | 47 | 1012
2025-09-03 09:53 | 29.5 | 60 | 1009
2025-09-03 09:54 | 31.7 | 64 | 1010
2025-09-03 09:55 | 33.0 | 57 | 1015
2025-09-03 09:56 | 26.2 | 56 | 1011
2025-09-03 09:57 | 26.3 | 66 | 1009
2025-09-03 09:58 | 27.6 | 61 | 1013
2025-09-03 09:59 | 34.2 | 64 | 1011
2025-09-03 10:00 | 34.3 | 61 | 1011
2025-09-03 10:01 | 34.3 | 68 | 1008
2025-09-03 10:02 | 32.3 | 55 | 1013
2025-09-03 10:03 | 29.8 | 68 | 1012
2025-09-03 10:04 | 27.6 | 47 | 1011
2025-09-03 10:05 | 33.7 | 68 | 1011
2025-09-03 10:06 | 25.7 | 61 | 1015
2025-09-03 10:07 | 34.8 | 64 | 1014
2025-09-03 10:08 | 25.6 | 55 | 1009
2025-09-03 10:09 | 30.0 | 58 | 1009
2025-09-03 10:10 | 26.8 | 55 | 1009
2025-09-03 10:11 | 31.0 | 49 | 1011
2025-09-03 10:12 | 27.1 | 42 | 1011
2025-09-03 10:13 | 26.5 | 52 | 1012
2025-09-03 10:14 | 33.7 | 55 | 1014
2025-09-03 10:15 | 31.7 | 51 | 1008
2025-09-03 10:16 | 32.2 | 56 | 1012
2025-09-03 10:17 | 27.1 | 67 | 1012
2025-09-03 10:18 | 30.6 | 67 | 1010
2025-09-03 10:19 | 28.3 | 56 | 1012
2025-09-03 10:20 | 29.0 | 61 | 1015
2025-09-03 10:21 | 25.5 | 47 | 1015
2025-09-03 10:22 | 26.0 | 64 | 1010
2025-09-03 10:23 | 29.5 | 52 | 1010
2025-09-03 10:24 | 26.8 | 54 | 1013
2025-09-03 10:25 | 29.9 | 46 | 1009
2025-09-03 10:26 | 32.7 | 48 | 1009
2025-09-03 10:27 | 34.3 | 57 | 1011
2025-09-03 10:28 | 31.3 | 40 | 1013
2025-09-03 10:29 | 32.2 | 52 | 1013
2025-09-03 10:30 | 34.2 | 40 | 1012
2025-09-03 10:31 | 33.3 | 68 | 1010
2025-09-03 10:32 | 31.9 | 69 | 1015
2025-09-03 10:33 | 31.1 | 63 | 1012
2025-09-03 10:34 | 34.6 | 45 | 1015
2025-09-03 10:35 | 27.1 | 70 | 1008
2025-09-03 10:36 | 31.0 | 54 | 1008
2025-09-03 10:37 | 34.2 | 60 | 1010
2025-09-03 10:38 | 28.9 | 51 | 1014
2025-09-03 10:39 | 27.6 | 43 | 1013
2025-09-03 10:40 | 30.4 | 65 | 1011
2025-09-03 10:41 | 26.3 | 50 | 1010
2025-09-03 10:42 | 30.5 | 65 | 1009
2025-09-03 10:43 | 31.7 | 49 | 1014
2025-09-03 10:44 | 28.1 | 53 | 1009
2025-09-03 10:45 | 27.4 | 54 | 1012
2025-09-03 10:46 | 29.9 | 70 | 1009
2025-09-03 10:47 | 31.4 | 48 | 1011
2025-09-03 10:48 | 31.7 | 63 | 1010
2025-09-03 10:49 | 33.5 | 57 | 1015
2025-09-03 10:50 | 30.4 | 67 | 1013
2025-09-03 10:51 | 34.5 | 53 | 1013
2025-09-03 10:52 | 30.2 | 43 | 1009
2025-09-03 10:53 | 27.0 | 41 | 1015
2025-09-03 10:54 | 34.1 | 70 | 1011
2025-09-03 10:55 | 29.6 | 61 | 1012
2025-09-03 10:56 | 26.9 | 49 | 1009
2025-09-03 10:57 | 31.5 | 48 | 1009
2025-09-03 10:58 | 32.7 | 66 | 1013
2025-09-03 10:59 | 25.7 | 40 | 1010
2025-09-03 11:00 | 28.2 | 51 | 1009
2025-09-03 11:01 | 34.8 | 43 | 1010
2025-09-03 11:02 | 30.8 | 44 | 1015
2025-09-03 11:03 | 25.0 | 64 | 1013
2025-09-03 11:04 | 29.0 | 50 | 1009
2025-09-03 11:05 | 27.9 | 68 | 1011
2025-09-03 11:06 | 25.3 | 67 | 1009
2025-09-03 11:07 | 25.7 | 61 | 1013
2025-09-03 11:08 | 31.9 | 63 | 1009
2025-09-03 11:09 | 34.1 | 69 | 1011
2025-09-03 11:10 | 30.0 | 50 | 1009
2025-09-03 11:11 | 30.1 | 42 | 1008
2025-09-03 11:12 | 31.8 | 55 | 1010
2025-09-03 11:13 | 32.4 | 52 | 1015
2025-09-03 11:14 | 32.1 | 58 | 1008
2025-09-03 11:15 | 31.0 | 64 | 1013
2025-09-03 11:16 | 25.1 | 66 | 1015
2025-09-03 11:17 | 33.5 | 58 | 1008
2025-09-03 11:18 | 32.0 | 69 | 1011
2025-09-03 11:19 | 33.1 | 45 | 1009
2025-09-03 11:20 | 32.7 | 67 | 1011
2025-09-03 11:21 | 32.7 | 54 | 1014
2025-09-03 11:22 | 34.9 | 67 | 1009
2025-09-03 11:23 | 26.3 | 69 | 1011
2025-09-03 11:24 | 30.6 | 63 | 1013
2025-09-03 11:25 | 34.1 | 47 | 1009
2025-09-03 11:26 | 27.5 | 46 | 1010
2025-09-03 11:27 | 32.5 | 50 | 1009
2025-09-03 11:28 | 33.4 | 58 | 1009
2025-09-03 11:29 | 33.3 | 58 | 1009
2025-09-03 11:30 | 29.2 | 55 | 1010
2025-09-03 11:31 | 26.8 | 62 | 1010
2025-09-03 11:32 | 29.7 | 50 | 1010
2025-09-03 11:33 | 32.7 | 66 | 1013
2025-09-03 11:34 | 29.9 | 58 | 1011
2025-09-03 11:35 | 30.9 | 60 | 1012
2025-09-03 11:36 | 25.0 | 62 | 1008
2025-09-03 11:37 | 34.0 | 63 | 1015
2025-09-03 11:38 | 27.3 | 60 | 1010
2025-09-03 11:39 | 32.6 | 68 | 1009
2025-09-03 11:40 | 34.5 | 46 | 1008
2025-09-03 11:41 | 25.0 | 69 | 1014
2025-09-03 11:42 | 33.2 | 55 | 1013
2025-09-03 11:43 | 32.0 | 56 | 1012
2025-09-03 11:44 | 26.4 | 56 | 1011
2025-09-03 11:45 | 34.0 | 44 | 1009
2025-09-03 11:46 | 29.1 | 63 | 1011
2025-09-03 11:47 | 27.6 | 63 | 1011
2025-09-03 11:48 | 25.6 | 61 | 1008
2025-09-03 11:49 | 33.5 | 52 | 1010
2025-09-03 11:50 | 30.4 | 48 | 1011
2025-09-03 11:51 | 28.6 | 64 | 1014
2025-09-03 11:52 | 31.9 | 64 | 1010
2025-09-03 11:53 | 29.9 | 68 | 1010
2025-09-03 11:54 | 30.5 | 51 | 1009
2025-09-03 11:55 | 28.0 | 60 | 1010
2025-09-03 11:56 | 27.7 | 44 | 1008
2025-09-03 11:57 | 25.4 | 68 | 1011
2025-09-03 11:58 | 34.5 | 51 | 1008
2025-09-03 11:59 | 31.2 | 58 | 1011
2025-09-03 12:00 | 34.6 | 45 | 1015
